id,name_en,name_ar,category,uses,side_effects
51,"Ciprobay 400mg IV","سيبروباي 400 مجم للوريد",Antibiotics,"تُستخدم سيبروباي 400 مجم للوريد كمضاد حيوي شديد الفعالية موجه خصيصاً لعلاج التهابات المسالك البولية المعقدة، التهاب البروستاتا، والعدوى البكتيرية المعوية القوية التي تسبب الإسهال الحاد.","قد يسبب التهابات واضحة في الأوتار وألماً عضلياً، ويحظر إعطاؤه للأطفال والنساء الحوامل لعدم أمانه على نمو المفاصل والعظام."
52,"Ciprocin 500mg Tablets","سيبروسين أقراص 500 مجم",Antibiotics,"تُستخدم سيبروسين أقراص 500 مجم كمضاد حيوي شديد الفعالية موجه خصيصاً لعلاج التهابات المسالك البولية المعقدة، التهاب البروستاتا، والعدوى البكتيرية المعوية القوية التي تسبب الإسهال الحاد.","قد يسبب التهابات واضحة في الأوتار وألماً عضلياً، ويحظر إعطاؤه للأطفال والنساء الحوامل لعدم أمانه على نمو المفاصل والعظام."
53,"Tarivid 400mg Tablets","تاريفيد أقراص 400 مجم",Antibiotics,"تُستخدم تاريفيد أقراص 400 مجم كمضاد حيوي شديد الفعالية موجه خصيصاً لعلاج التهابات المسالك البولية المعقدة، التهاب البروستاتا، والعدوى البكتيرية المعوية القوية التي تسبب الإسهال الحاد.","قد يسبب التهابات واضحة في الأوتار وألماً عضلياً، ويحظر إعطاؤه للأطفال والنساء الحوامل لعدم أمانه على نمو المفاصل والعظام."
54,"Tavanic 500mg Tablets","تافانيك أقراص 500 مجم",Antibiotics,"تُستخدم تافانيك أقراص 500 مجم كمضاد حيوي شديد الفعالية موجه خصيصاً لعلاج التهابات المسالك البولية المعقدة، التهاب البروستاتا، والعدوى البكتيرية المعوية القوية التي تسبب الإسهال الحاد.","قد يسبب التهابات واضحة في الأوتار وألماً عضلياً، ويحظر إعطاؤه للأطفال والنساء الحوامل لعدم أمانه على نمو المفاصل والعظام."
55,"Rocephin 1g Vials","روسيفين فيال 1 جرام",Antibiotics,"تُستخدم روسيفين فيال 1 جرام كمضاد حيوي آمن وفعال لعلاج التهابات الحلق، عدوى الجلد والأنسجة الرخوة، والتهابات الأذن الوسطى خصوصاً لدى الأطفال والمراهقين.","جيد التحمل عادةً، ولكنه قد يسبب اضطرابات خفيفة في المعدة كالإسهال أو ردود فعل تحسسية جلدية كالحكة."
56,"Garamycin Ampoules","جاراميسين أمبولات",Antibiotics,"تُستخدم جاراميسين أمبولات كدهان جلدي طبي قوي يحتوي على مركبات علاجية مكثفة تستخدم لعلاج الالتهابات الجلدية المريعة أو حب الشباب المستعصي والأكزيما، يخفف على الفور الاحمرار ويسرع التئام وتقشير نسيج الغشاء الخارجي لاستبداله بخلايا صحيحة قوية.","تحتاج لحذر، فالاستخدام العشوائي الدائم أو التعرض المباشر للشمس بعدها قد يُحدث ترققاً شديداً أو تمدداً في الجلد يتسبب في إحمرار وأوعية دموية مسلوخة وغير مقبولة أبداً."
57,"Dalacin 300mg Capsules","دالاسين كبسولات 300 مجم",Antibiotics,"تُستخدم دالاسين كبسولات 300 مجم للقضاء القوي على البكتيريا اللاهوائية وعلاج عدوى العظام والمفاصل، وخراجات الأسنان العميقة، والعدوى الجلدية البكتيرية المقاومة.","قد تؤدي الجرعات العالية للإصابة بإسهال شديد ومستمر مما يستدعي التوقف ومراجعة الطبيب، وأحياناً اضطرابات في القولون."
58,"Flagyl 500mg Tablets","فلاجيل أقراص 500 مجم",Antibiotics,"تُستخدم فلاجيل أقراص 500 مجم كمطهر معوي ومعالج جذري لاضطرابات حركة الأمعاء، سواء بإيقاف حالات الإسهال الشديد الناتجة عن عدوى معوية، أو في أنواع أخرى لتحريك الأمعاء برفق لعلاج الإمساك المتحجر المستمر.","مضادات الإسهال قد تتسبب أحياناً في نتائج عكسية كالإمساك الدائم، بينما تسبب الملينات مغصاً ومغصاً معوياً مع كثرة الاستخدام."
59,"Flagyl 200mg Suspension","فلاجيل معلق 200 مجم",Antibiotics,"تُستخدم فلاجيل معلق 200 مجم كمطهر معوي ومعالج جذري لاضطرابات حركة الأمعاء، سواء بإيقاف حالات الإسهال الشديد الناتجة عن عدوى معوية، أو في أنواع أخرى لتحريك الأمعاء برفق لعلاج الإمساك المتحجر المستمر.","مضادات الإسهال قد تتسبب أحياناً في نتائج عكسية كالإمساك الدائم، بينما تسبب الملينات مغصاً ومغصاً معوياً مع كثرة الاستخدام."
60,"Flagyl Ampoules","فلاجيل أمبولات",Antibiotics,"تُستخدم فلاجيل أمبولات كمطهر معوي ومعالج جذري لاضطرابات حركة الأمعاء، سواء بإيقاف حالات الإسهال الشديد الناتجة عن عدوى معوية، أو في أنواع أخرى لتحريك الأمعاء برفق لعلاج الإمساك المتحجر المستمر.","مضادات الإسهال قد تتسبب أحياناً في نتائج عكسية كالإمساك الدائم، بينما تسبب الملينات مغصاً ومغصاً معوياً مع كثرة الاستخدام."
61,"Antinal 250mg Tablets","أنتينال أقراص 250 مجم",Antibiotics,"تُستخدم أنتينال أقراص 250 مجم كمطهر معوي ومعالج جذري لاضطرابات حركة الأمعاء، سواء بإيقاف حالات الإسهال الشديد الناتجة عن عدوى معوية، أو في أنواع أخرى لتحريك الأمعاء برفق لعلاج الإمساك المتحجر المستمر.","مضادات الإسهال قد تتسبب أحياناً في نتائج عكسية كالإمساك الدائم، بينما تسبب الملينات مغصاً ومغصاً معوياً مع كثرة الاستخدام."
62,"Antinal Suspension","أنتينال معلق",Antibiotics,"تُستخدم أنتينال معلق كمطهر معوي ومعالج جذري لاضطرابات حركة الأمعاء، سواء بإيقاف حالات الإسهال الشديد الناتجة عن عدوى معوية، أو في أنواع أخرى لتحريك الأمعاء برفق لعلاج الإمساك المتحجر المستمر.","مضادات الإسهال قد تتسبب أحياناً في نتائج عكسية كالإمساك الدائم، بينما تسبب الملينات مغصاً ومغصاً معوياً مع كثرة الاستخدام."
